region_nom_bdd,prefecture_nom_bdd,canton_nom_bdd,nb_agences,nb_agents_mobile_money,lon,lat,sans_agence_operateur,rang_desserte_mm,zone_prioritaire,dist_km_agence_plus_proche,dist_km_agent_mm_plus_proche,population_totale,population_masculin,population_feminin,population_method,adm2_name_hdx,adm3_name_hdx,adm3_pcode_hdx,area_sqkm_hdx,densite_pop_par_km2,agences_pour_10k_hab,agents_mm_pour_10k_hab
Plateaux,Kloto,Kpimé,0.0,26,0.6394116714272433,7.011224561989707,True,256.0,False,11.01,2.39,7225,3676,3549,exact,Kloto,Kpime,TG041207,70.57952725,102.4,0.0,35.99
Plateaux,Kloto,Lavié,0.0,21,0.6778893877644203,7.031657128614106,True,233.0,False,12.59,1.9,8941,4378,4563,fuzzy,Kloto,Lavie/ Apedome,TG041208,83.51006711,107.1,0.0,23.49
Plateaux,Kloto,Lavié-Apédomé,0.0,10,0.6758807083264892,7.010188139073516,True,130.0,False,11.89,0.02,,,,non_disponible,,,,,,,
Plateaux,Kloto,Tomé,0.0,2,0.6436525,6.831172500000001,True,14.0,True,7.74,0.0,3287,1695,1592,exact,Kloto,Tome,TG041209,29.52867054,111.3,0.0,6.08
Plateaux,Kloto,Tové,0.0,10,0.6547434098947171,6.878339871592749,True,130.0,False,3.29,0.46,5662,2792,2870,exact,Kloto,Tove,TG041210,37.52211023,150.9,0.0,17.66
Plateaux,Kloto,Womé,0.0,10,0.5675827005421555,6.845248628145519,True,130.0,False,9.6,0.45,11953,5839,6114,fuzzy,Kloto,Kpadape,TG041206,65.80110344,181.7,0.0,8.37
Plateaux,Kloto,Yokélé,0.0,6,0.6568777777777778,6.932748055555556,True,71.0,True,3.53,0.31,3248,1607,1641,exact,Kloto,Yokele,TG041212,38.33505891,84.7,0.0,18.47
Plateaux,Kpélé,Kpélé-Akata,0.0,15,0.7093846193544685,7.052687167951458,True,185.0,False,9.11,0.08,7655,3826,3829,fuzzy,Kpele,Akata,TG040702,89.15192598,85.9,0.0,19.6
Plateaux,Kpélé,Kpélé-Centre,0.0,12,0.74662818071159,7.172037039838167,True,157.0,False,4.76,0.06,7262,3610,3652,fuzzy,Kpele,Kpele-Centre,TG040706,114.70026183,63.3,0.0,16.52
Plateaux,Kpélé,Kpélé-Dawlotou,0.0,4,0.9014980201075917,6.9530493365849,True,43.0,True,23.59,6.73,11004,5540,5464,exact,Kpele,Kpele-Dawlotou,TG040707,246.24444989,44.7,0.0,3.64
Plateaux,Kpélé,Kpélé-Dutoé,0.0,5,0.7981045036982815,7.265698312161861,True,56.0,True,16.59,0.27,3573,1775,1798,exact,Kpele,Kpele-Dutoe,TG040708,29.65514203,120.5,0.0,13.99
Plateaux,Kpélé,Kpélé-Gbalédzé,0.0,9,0.7541613830531751,7.187629941549456,True,112.0,False,6.68,0.05,3325,1645,1680,fuzzy,Kpele,Gbaladze,TG040703,32.94298358,100.9,0.0,27.07
Plateaux,Kpélé,Kpélé-Govié,0.0,15,0.736247749256306,7.152877171527065,True,185.0,False,2.38,0.17,4629,2205,2424,exact,Kpele,Govie,TG040704,43.74019724,105.8,0.0,32.4
Plateaux,Kpélé,Kpélé-Kamé,0.0,21,0.8148984860686385,7.229373004731181,True,233.0,False,14.22,2.54,5966,2975,2991,exact,Kpele,Kame,TG040705,75.58346203,78.9,0.0,35.2
Plateaux,Kpélé,Kpélé-Nord,0.0,24,0.8125061787280257,7.280844466008298,True,249.0,False,18.82,0.77,7538,3759,3779,exact,Kpele,Kpele-Nord,TG040709,95.46570991,79.0,0.0,31.84
Plateaux,Kpélé,Kpélé-Novivé,2.0,150,0.7429618575571812,7.1224609201883835,False,346.0,False,1.65,0.14,29987,14794,15193,exact,Kpele,Kpele-Centre,TG040706,114.70026183,261.4,0.67,50.02
Plateaux,Moyen-Mono,Ahassomè,0.0,4,1.5019912880517083,7.237728027506652,True,43.0,True,26.75,0.06,9928,4492,5436,exact,Moyen-Mono,Ahassome,TG040801,133.02016658,74.6,0.0,4.03
Plateaux,Moyen-Mono,Katomé,0.0,4,1.6203864794895673,7.381928814357918,True,43.0,True,40.01,0.83,8105,3679,4426,exact,Moyen-Mono,Katome,TG040802,24.0583501,336.9,0.0,4.94
Plateaux,Moyen-Mono,Kpékplémé,0.0,27,1.6206931931422117,7.325757598246033,True,263.0,False,33.76,0.41,22135,10088,12047,exact,Moyen-Mono,Kpekpleme,TG040803,97.80843708,226.3,0.0,12.2
Plateaux,Moyen-Mono,Saligbé,0.0,11,1.6166494858250078,7.240424094617182,True,146.0,False,24.27,1.38,13468,5951,7517,exact,Moyen-Mono,Saligbe,TG040804,78.02533296,172.6,0.0,8.17
Plateaux,Moyen-Mono,Tado,0.0,9,1.5779164011206641,7.15509668352672,True,112.0,False,15.18,1.87,18476,8696,9780,exact,Moyen-Mono,Tado,TG040805,180.43164662,102.4,0.0,4.87
Plateaux,Moyen-Mono,Tohoun,1.0,26,1.6082963900623914,7.035725291325407,False,256.0,False,1.5,0.82,18393,8507,9886,exact,Moyen-Mono,Tohoun,TG040806,112.91748905,162.9,0.54,14.14
Plateaux,Ogou,Akparé,0.0,14,1.3312433692552879,7.4603121755058694,True,180.0,False,24.43,1.17,27467,13737,13730,exact,Ogou,Akpare,TG040901,276.34673865,99.4,0.0,5.1
Plateaux,Ogou,Datcha,0.0,8,1.1599592116046435,7.439810221564541,True,99.0,False,13.82,0.19,15180,7277,7903,exact,Ogou,Datcha,TG040902,98.1093104,154.7,0.0,5.27
Plateaux,Ogou,Djama,0.0,31,1.1356624485791087,7.540893777735873,True,283.0,False,25.16,0.78,45885,22867,23018,exact,,,,,,0.0,6.76
Plateaux,Ogou,Gléi,1.0,85,1.1584160712153033,7.311658842879085,False,334.0,False,0.81,0.12,51836,25362,26474,exact,Ogou,Glei,TG040903,455.49961696,113.8,0.19,16.4
Plateaux,Ogou,Gnagna,0.0,226,1.1283556150455312,7.525106895804917,True,354.0,False,23.63,0.03,60222,29195,31027,exact,Ogou,Gnagna,TG040904,76.22693236,790.0,0.0,37.53
Plateaux,Ogou,Houdou,0.0,14,1.1701720213895885,7.611722977490805,True,180.0,False,16.66,0.36,,,,non_disponible,,,,,,,
Plateaux,Ogou,Katoré,0.0,22,1.3330755989100334,7.3955292031550215,True,237.0,False,20.6,0.22,13635,6904,6731,exact,Ogou,Katore,TG040906,277.38161312,49.2,0.0,16.13
Plateaux,Ogou,Ountivou,0.0,21,1.5208481543995067,7.421718188742138,True,233.0,False,41.02,3.09,29048,13832,15216,exact,Ogou,Ountivou,TG040908,444.35822378,65.4,0.0,7.23
Plateaux,Wawa,Badou,0.0,89,0.5989108523364539,7.584651571780138,True,336.0,False,52.4,0.46,20144,10155,9989,exact,Wawa,Badou,TG040201,99.67972411,202.1,0.0,44.18
Plateaux,Wawa,Doumé,0.0,13,0.7928885337608134,7.5613206361762,True,170.0,False,48.22,1.44,4642,2367,2275,exact,Wawa,Doume,TG040202,58.39055864,79.5,0.0,28.01
Plateaux,Wawa,Ekéto,0.0,1,0.8275536550601417,7.441135414971696,True,1.0,True,35.97,0.0,20414,10442,9972,fuzzy,Wawa,Gobe/Eketo/Gbadi N'Kugna,TG040203,368.03074071,55.5,0.0,0.49
Plateaux,Wawa,Gbadi-N'kougna,0.0,13,0.6902536212941838,7.464255558780641,True,170.0,False,37.22,2.17,,,,non_disponible,,,,,,,
Plateaux,Wawa,Gobé,0.0,2,0.8065833333333334,7.517878333333334,True,14.0,True,43.7,0.06,20414,10442,9972,fuzzy,Wawa,Gobe/Eketo/Gbadi N'Kugna,TG040203,368.03074071,55.5,0.0,0.98
Plateaux,Wawa,Klabé-Efoukpa,0.0,9,0.7616808420441583,7.610787285866094,True,112.0,False,50.38,0.81,5903,3003,2900,fuzzy,Wawa,Klabe Efoukpa,TG040205,196.44389187,30.0,0.0,15.25
Plateaux,Wawa,Kpété-Béna,0.0,34,0.5702316463333782,7.44029308595226,True,288.0,False,38.6,1.55,11769,5970,5799,fuzzy,Wawa,Kpete Bena,TG040206,123.87617207,95.0,0.0,28.89
Plateaux,Wawa,Késsibo,0.0,21,0.6041214213038241,7.650390448323058,True,233.0,False,59.32,0.89,10490,5322,5168,exact,Wawa,Kessibo,TG040204,107.66663866,97.4,0.0,20.02
Plateaux,Wawa,Okou,0.0,5,0.8548422836375792,7.570498242091586,True,56.0,True,42.84,0.01,4765,2417,2348,exact,Wawa,Okou,TG040207,125.30312074,38.0,0.0,10.49
Plateaux,Wawa,Ounabé,0.0,5,0.9614364009288939,7.557463284728937,True,56.0,True,34.06,1.6,3477,1753,1724,exact,Wawa,Ounabe,TG040208,70.56120823,49.3,0.0,14.38
Plateaux,Wawa,Tomégbé,0.0,28,0.593214229604184,7.510596150918829,True,269.0,False,44.76,0.73,8784,4497,4287,exact,Wawa,Tomegbe,TG040209,93.8977092,93.5,0.0,31.88
Plateaux,Wawa,Zogbégan,0.0,24,0.6862835989245365,7.57675569471963,True,249.0,False,49.7,0.76,10912,5457,5455,exact,,,,,,0.0,21.99
Savanes,Cinkassé,Biankouri,0.0,16,0.049949962323872256,11.022470283895128,True,194.0,False,7.36,0.24,11757,5685,6072,exact,Cinkasse,Biankouri,TG051701,36.75505652,319.9,0.0,13.61
Savanes,Cinkassé,Boadé,0.0,3,-0.04878725876164803,11.117906305534403,True,32.0,True,7.93,1.29,7403,3576,3827,exact,Cinkasse,Boade,TG051702,25.04098877,295.6,0.0,4.05
Savanes,Cinkassé,Cinkassé,2.0,462,0.02008566040500348,11.10113141430481,False,365.0,False,0.44,0.15,63226,31288,31938,exact,Cinkasse,Cinkasse,TG051703,34.0791149,1855.3,0.32,73.07
Savanes,Cinkassé,Gouloungoussi,0.0,2,-0.103475,11.117691666666667,True,14.0,True,13.75,0.03,3707,1781,1926,exact,Cinkasse,Gouloungoussi,TG051705,15.00109089,247.1,0.0,5.4
Savanes,Cinkassé,Nadjoundi,0.0,17,0.18707875543323538,11.014686657744507,True,200.0,False,15.51,0.42,10140,4817,5323,exact,Cinkasse,Nadjoundi,TG051706,27.7251985,365.7,0.0,16.77
Savanes,Cinkassé,Sam-Naba,0.0,20,0.14580313197947706,11.064445944316542,True,225.0,False,11.87,2.38,9361,4280,5081,exact,Cinkasse,Sam-Naba,TG051707,53.56694743,174.8,0.0,21.37
Savanes,Cinkassé,Timbou,0.0,23,0.11608640739698857,11.032882278681301,True,244.0,False,10.34,0.2,21709,10362,11347,exact,Cinkasse,Timbou,TG051708,77.59289448,279.8,0.0,10.59
Savanes,Kpendjal,Borgou,0.0,5,0.6104047095841546,10.744509464133733,True,56.0,True,46.09,4.27,40462,19784,20678,exact,Kpendjal,Borgou,TG051301,630.94795851,64.1,0.0,1.24
Savanes,Kpendjal,Koundjoaré,0.0,18,0.649096381759011,10.94526775385502,True,214.0,False,49.32,0.66,17926,8673,9253,exact,Kpendjal,Koundjoare,TG051302,225.79584901,79.4,0.0,10.04
Savanes,Kpendjal,Mandouri,0.0,17,0.809741342872843,10.866364698136563,True,200.0,False,59.84,1.67,20616,9963,10653,exact,Kpendjal,Mandouri,TG051303,372.9438971,55.3,0.0,8.25
Savanes,Kpendjal,Tambigou,0.0,1,0.7785166666666666,10.740943333333332,True,1.0,True,45.63,0.0,9361,4615,4746,exact,Kpendjal,Tambigou,TG051304,163.47124125,57.3,0.0,1.07
Savanes,Kpendjal-Ouest,Naki-Est,0.0,47,0.36980537966978694,10.73118022104299,True,309.0,False,23.34,0.8,24761,11442,13319,exact,Naki-Ouest,Naki-Est,TG051802,267.0533836,92.7,0.0,18.98
Savanes,Kpendjal-Ouest,Namoundjoga,0.0,11,0.4028729884980986,10.878180187501407,True,146.0,False,21.84,1.64,17896,8507,9389,exact,Naki-Ouest,Namoundjoga,TG051803,197.33483536,90.7,0.0,6.15
Savanes,Kpendjal-Ouest,Nayéga,0.0,6,0.4073967796780829,10.75714521210726,True,71.0,True,25.19,0.62,19235,9075,10160,exact,Naki-Ouest,Nayega,TG051804,27.09878879,709.8,0.0,3.12
Savanes,Kpendjal-Ouest,Ogaro,0.0,20,0.4714997781025613,10.74331307637067,True,225.0,False,32.16,0.07,12463,5911,6552,exact,Naki-Ouest,Ogaro,TG051805,116.78989693,106.7,0.0,16.05
Savanes,Kpendjal-Ouest,Papri,0.0,20,0.4280076642720581,10.97875151321622,True,225.0,False,27.1,0.42,14818,7037,7781,exact,Naki-Ouest,Kpendjaga / Papri,TG051801,47.89149136,309.4,0.0,13.5
Savanes,Kpendjal-Ouest,Pogno,0.0,16,0.4984490565825316,10.954961880426973,True,194.0,False,33.44,2.03,15448,7368,8080,exact,Naki-Ouest,Pogno,TG051806,93.34669235,165.5,0.0,10.36
Savanes,Kpendjal-Ouest,Tambonga,0.0,9,0.4397104644177837,10.94543086731074,True,112.0,False,26.98,0.91,18709,8835,9874,exact,Naki-Ouest,Tambonga,TG051807,36.07859284,518.6,0.0,4.81
Savanes,Oti,Barkoissi,0.0,108,0.32616222156490454,10.570823796089043,True,341.0,False,28.39,0.86,21060,9970,11090,exact,Oti,Barkoissi,TG051401,51.32388177,410.3,0.0,51.28
Savanes,Oti,Faré,0.0,1,0.393440574095371,10.179847402403539,True,1.0,True,21.04,0.0,4576,2175,2401,exact,Oti,Fare,TG051402,48.89351522,93.6,0.0,2.19
Savanes,Oti,Galangashie,0.0,16,0.3356960457094288,10.527750764891818,True,194.0,False,23.85,0.45,14810,7207,7603,exact,Oti,Galangashie,TG051403,445.64436057,33.2,0.0,10.8
Savanes,Oti,Loko,0.0,8,0.2533103812983335,10.563621028808061,True,99.0,False,32.78,2.3,5919,2940,2979,exact,Oti,Loko,TG051404,78.9787881,74.9,0.0,13.52
Savanes,Oti,Mango,1.0,202,0.474309075031872,10.351408707547266,False,352.0,False,1.07,0.07,41803,20661,21142,exact,Oti,Mango,TG051405,341.26365717,122.5,0.24,48.32
Savanes,Oti,Nagbéni,0.0,23,0.43753374114396176,10.656957351900422,True,244.0,False,33.68,3.69,19607,9368,10239,exact,Oti,Nagbeni,TG051406,152.82690267,128.3,0.0,11.73
Savanes,Oti,Sadori,0.0,5,0.44876071673867735,10.282170262199555,True,56.0,True,8.33,0.88,8100,3915,4185,exact,Oti,Sadori,TG051407,156.16488614,51.9,0.0,6.17
Savanes,Oti,Tchanaga,0.0,5,0.49162310003501536,10.49894570082665,True,56.0,True,16.23,0.03,8973,4402,4571,exact,Oti,Tchanaga,TG051408,266.75963726,33.6,0.0,5.57
Savanes,Oti-Sud,Gando,1.0,63,0.7590653785659481,10.311178739206271,False,325.0,False,2.65,0.86,41374,20245,21129,exact,Oti-Sud,Gando,TG051901,351.65102478,117.7,0.24,15.23
Savanes,Oti-Sud,Koumongou,0.0,9,0.44665733252189427,10.189112768620555,True,112.0,False,18.59,0.06,7167,3415,3752,exact,Oti-Sud,Koumongou,TG051902,115.78858281,61.9,0.0,12.56
Savanes,Oti-Sud,Kountoire,0.0,15,0.6470674111730903,10.098706605839626,True,185.0,False,28.13,2.72,13450,6638,6812,exact,Oti-Sud,Kountoire,TG051903,241.61246141,55.7,0.0,11.15
Savanes,Oti-Sud,Mogou,0.0,13,0.639239358643192,10.389422871553371,True,170.0,False,13.4,0.69,30442,14668,15774,exact,Oti-Sud,Mogou,TG051904,429.8487155,70.8,0.0,4.27
Savanes,Oti-Sud,Nali,0.0,3,0.4540361434880104,10.032525535747629,True,32.0,True,35.91,1.35,11284,5504,5780,exact,Oti-Sud,Nali,TG051905,322.81509301,35.0,0.0,2.66
Savanes,Oti-Sud,Sagbiebou,0.0,33,0.642203903606932,10.244196174908337,True,287.0,False,15.03,0.06,20370,9931,10439,exact,Oti-Sud,Sagbiebou,TG051906,395.79347515,51.5,0.0,16.2
Savanes,Oti-Sud,Takpamba,0.0,12,0.5747948104867099,9.969086377731925,True,157.0,False,31.55,0.02,12423,6165,6258,exact,Oti-Sud,Takpamba,TG051907,237.91991285,52.2,0.0,9.66
Savanes,Oti-Sud,Tchamonga,0.0,11,0.6705769410470213,10.554863170705778,True,146.0,False,26.17,6.88,13866,6766,7100,exact,Oti-Sud,Tchamonga,TG051908,297.50369016,46.6,0.0,7.93
Savanes,Tandjoaré,Bagou,0.0,1,0.0389883333333333,10.683868333333331,True,1.0,True,26.83,0.0,2390,1164,1226,exact,Tandjoare,Bagou,TG051501,28.84272315,82.9,0.0,4.18
Savanes,Tandjoaré,Bogou,0.0,12,0.18411873322150366,10.66315437495434,True,157.0,False,22.32,0.71,10506,5110,5396,exact,Tandjoare,Bogou,TG051502,57.52850037,182.6,0.0,11.42
Savanes,Tandjoaré,Bombouaka,0.0,17,0.20551660925566134,10.705888873930283,True,200.0,False,17.47,0.63,10769,5224,5545,exact,Tandjoare,Bombouaka,TG051503,64.00603523,168.2,0.0,15.79
Savanes,Tandjoaré,Doukpergou,0.0,10,0.06418183333333334,10.6578275,True,130.0,False,27.42,1.16,7026,3391,3635,exact,Tandjoare,Doukpergou,TG051505,64.94575532,108.2,0.0,14.23
Savanes,Tandjoaré,Goundoga,0.0,8,0.15405416666666666,10.70124625,True,99.0,False,18.78,0.27,6348,2997,3351,exact,Tandjoare,Goundoga,TG051506,33.71896761,188.3,0.0,12.6
Savanes,Tandjoaré,Loko,0.0,1,0.2493566666666666,10.608061666666666,True,1.0,True,28.79,0.0,6187,3056,3131,exact,Tandjoare,Loko,TG051507,33.12940845,186.8,0.0,1.62
Savanes,Tandjoaré,Lokpano,0.0,4,0.117755,10.603431666666665,True,43.0,True,30.34,0.78,6025,2892,3133,exact,Tandjoare,Lokpano,TG051508,71.6258994,84.1,0.0,6.64
Savanes,Tandjoaré,Nandoga,0.0,4,0.2029115608460451,10.670430665021962,True,43.0,True,21.41,0.31,6334,2961,3373,exact,Tandjoare,Nandoga,TG051510,47.36131426,133.7,0.0,6.32
Savanes,Tandjoaré,Nano,0.0,36,0.10828129629629629,10.70349462962963,True,290.0,False,20.56,0.18,17093,7969,9124,exact,Tandjoare,Nano,TG051511,64.05930247,266.8,0.0,21.06
Savanes,Tandjoaré,Pligou,0.0,6,0.2935968202421463,10.663523366824064,True,71.0,True,24.27,1.31,7042,3242,3800,exact,Tandjoare,Pligou,TG051512,29.628518,237.7,0.0,8.52
Savanes,Tandjoaré,Sissiak,0.0,26,0.10820439573523698,10.760115974248777,True,256.0,False,15.46,2.02,8343,3926,4417,exact,Tandjoare,Sissiak,TG051514,54.09855855,154.2,0.0,31.16
Savanes,Tandjoaré,Tamongue,0.0,18,0.17506222222222223,10.548742037037037,True,214.0,False,35.08,3.37,21405,10502,10903,exact,Tandjoare,Tamongue,TG051515,145.62593603,147.0,0.0,8.41
Savanes,Tandjoaré,Tampialime,0.0,16,0.0013838797068508246,10.749780375324672,True,194.0,False,25.41,0.22,14347,6677,7670,exact,Tandjoare,Tampialime,TG051516,109.07977832,131.5,0.0,11.15
Savanes,Tône,Bidjenga,0.0,10,0.30621183333333335,10.689811,True,130.0,False,22.29,2.03,10646,4967,5679,exact,Tone,Bidjenga,TG051601,42.91778032,248.1,0.0,9.39
Savanes,Tône,Dapaong,2.0,869,0.20170732375245154,10.867184729762233,False,370.0,False,0.5,0.06,144711,69801,74910,exact,Tone,Dapaong,TG051602,165.31597873,875.4,0.14,60.05
Savanes,Tône,Kantindi,0.0,29,0.27774847392110225,10.912444798408698,True,277.0,False,9.12,1.74,14016,6746,7270,exact,Tone,Kantindi,TG051603,82.8000414,169.3,0.0,20.69
Savanes,Tône,Korbongou,0.0,120,0.32276652641134085,10.928689567919475,True,343.0,False,14.34,1.03,25609,12155,13454,exact,Tone,Korbongou,TG051604,92.69024857,276.3,0.0,46.86
Savanes,Tône,Kourientre,0.0,8,0.22403066229454874,10.996716432588702,True,99.0,False,13.61,1.56,12224,5805,6419,exact,Tone,Kourientre,TG051605,41.99613422,291.1,0.0,6.54
Savanes,Tône,Lotogou,0.0,18,0.02698560450749833,10.79613927353595,True,214.0,False,20.66,0.24,14432,6962,7470,exact,Tone,Lotogou/Warkambou,TG051606,122.6384719,117.7,0.0,12.47
Savanes,Tône,Louanga,0.0,9,0.34002636947659765,10.8845923647816,True,112.0,False,15.01,0.62,11434,5411,6023,exact,Tone,Louanga,TG051607,65.32923762,175.0,0.0,7.87
Savanes,Tône,Naki-Ouest,0.0,45,0.09045867439690808,10.920918731259489,True,305.0,False,13.25,1.29,24016,11193,12823,exact,Tone,Naki-Ouest,TG051608,102.61215061,234.0,0.0,18.74
Savanes,Tône,Namaré,0.0,9,0.10996318124172427,10.98546062981017,True,112.0,False,13.74,0.39,12103,5695,6408,exact,Tone,Namare,TG051609,51.67101322,234.2,0.0,7.44
Savanes,Tône,Nanergou,0.0,22,0.14311524012037327,10.913895145603629,True,237.0,False,7.76,0.45,14060,6640,7420,exact,Tone,Nanergou,TG051610,55.35042773,254.0,0.0,15.65
Savanes,Tône,Natigou,0.0,3,0.2611930700603009,10.981956978642017,True,32.0,True,13.38,0.03,11234,5320,5914,exact,Tone,Natigou,TG051611,23.72926697,473.4,0.0,2.67
Savanes,Tône,Nioukpourma,0.0,24,0.1302876923235314,10.839065436164875,True,249.0,False,8.42,0.55,17991,8491,9500,exact,Tone,Nioukpourma,TG051612,75.90694517,237.0,0.0,13.34
Savanes,Tône,Pana,0.0,19,0.29352229700293914,10.75733043740454,True,222.0,False,15.32,0.82,13279,6290,6989,exact,Tone,Pana,TG051613,105.75682376,125.6,0.0,14.31
Savanes,Tône,Poissongui,0.0,11,0.22689436012985062,11.049386059884974,True,146.0,False,19.45,1.15,6155,2971,3184,exact,Tone,Poissongui,TG051614,33.59192507,183.2,0.0,17.87
Savanes,Tône,Sanfatoute,0.0,17,0.3035871506532968,11.019969831312675,True,200.0,False,19.41,2.27,15518,7325,8193,exact,Tone,Sanfatoute,TG051615,41.90709246,370.3,0.0,10.96
Savanes,Tône,Tami,0.0,30,0.053748430568264546,10.852410148444553,True,279.0,False,16.39,0.33,20619,9809,10810,exact,Tone,Tami,TG051616,74.56768839,276.5,0.0,14.55
Savanes,Tône,Toaga,0.0,26,0.25588890670386,10.898884146008474,True,256.0,False,6.32,1.47,13494,6432,7062,exact,Tone,Toaga,TG051617,41.06436571,328.6,0.0,19.27
Savanes,Tône,Warkambou,0.0,11,-0.02789621693171558,10.786891310973614,True,146.0,False,26.65,0.63,7234,3467,3767,exact,Tone,Lotogou/Warkambou,TG051606,122.6384719,59.0,0.0,15.21
