FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,operateur,geometry
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6120,Plateaux,Moyen-Mono,Moyen-Mono 1,Tohoun,"Moov, Togocom",POINT (1.613536968965758 7.023037374326787)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-611f,Plateaux,Moyen-Mono,Moyen-Mono 1,Tohoun,"Moov, Togocom",POINT (1.6041520286657196 7.019708733787431)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-611e,Centrale,Sotouboua,Sotouboua 3,Tchébébé,"Moov, Togocom",POINT (0.9913900000000001 8.432739999999999)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-611d,Centrale,Sotouboua,Sotouboua 3,Tchébébé,Nsp,POINT (0.9913433333333334 8.434045)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-611c,Centrale,Sotouboua,Sotouboua 3,Tchébébé,"Moov, Togocom",POINT (0.9914466666666667 8.431086666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-611b,Centrale,Sotouboua,Sotouboua 3,Tchébébé,"Moov, Togocom",POINT (0.9914810318657135 8.430560262694202)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-611a,Plateaux,Moyen-Mono,Moyen-Mono 1,Tohoun,Moov,POINT (1.613444405557689 7.030377051412001)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6119,Centrale,Sotouboua,Sotouboua 3,Tchébébé,"Moov, Togocom",POINT (0.9922233333333333 8.396316666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6118,Plateaux,Moyen-Mono,Moyen-Mono 1,Tohoun,"Moov, Togocom",POINT (1.6058733333333333 7.022445000000001)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6117,Plateaux,Moyen-Mono,Moyen-Mono 1,Tohoun,"Moov, Togocom",POINT (1.6068983333333335 7.022581666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6116,Kara,Bassar,Bassar 3,Kabou,Togocom,POINT (0.812265 9.452923333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6115,Kara,Bassar,Bassar 3,Kabou,Togocom,POINT (0.8122316666666667 9.453288333333335)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6114,Centrale,Sotouboua,Sotouboua 3,Tchébébé,"Moov, Togocom",POINT (0.99119 8.431305)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6113,Centrale,Sotouboua,Sotouboua 3,Tchébébé,Moov,POINT (0.9912308264188221 8.430156401642876)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6112,Plateaux,Moyen-Mono,Moyen-Mono 1,Tohoun,"Moov, Togocom",POINT (1.5984783333333334 7.025816666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6111,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9764149999999999 8.56164)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6110,Centrale,Sotouboua,Sotouboua 3,Tchébébé,"Moov, Togocom",POINT (0.9912583333333332 8.430033333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-610f,Centrale,Sotouboua,Sotouboua 3,Tchébébé,Togocom,POINT (0.991224651002696 8.429167331853508)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-610e,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",POINT (0.6051016666666666 7.584151666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-610d,Centrale,Sotouboua,Sotouboua 3,Tchébébé,Togocom,POINT (0.9912033333333333 8.42905)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-610c,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9756856831877055 8.561366814003865)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-610b,Kara,Dankpen,Dankpen 2,Koutchitchéou,Togocom,POINT (0.7216195849713651 9.602721664851865)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-610a,Centrale,Sotouboua,Sotouboua 3,Tchébébé,Togocom,POINT (0.9913516666666666 8.428173333333332)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6109,Kara,Dankpen,Dankpen 2,Koutchitchéou,Togocom,POINT (0.7214216666666666 9.598833333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6108,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",POINT (0.5314637130968968 7.582605444659851)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6107,Centrale,Sotouboua,Sotouboua 3,Tchébébé,Nsp,POINT (0.9913255098462567 8.423929867331937)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6106,Plateaux,Wawa,Wawa 1,Badou,"Moov, Togocom",POINT (0.5326883333333333 7.582866666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6105,Centrale,Sotouboua,Sotouboua 3,Tchébébé,"Moov, Togocom",POINT (0.99168 8.421523333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6104,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9764333333333333 8.562395)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6103,Plateaux,Wawa,Wawa 1,Badou,Togocom,POINT (0.5332116666666666 7.582784999999999)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6102,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Togocom,POINT (0.9780300000000001 8.563868333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6101,Kara,Bassar,Bassar 3,Manga,"Moov, Togocom",POINT (0.6938016666666668 9.518021666666668)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6100,Plateaux,Wawa,Wawa 1,Badou,Togocom,POINT (0.5331916666666666 7.582766666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60ff,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9779533333333333 8.563683333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60fe,Plateaux,Est-Mono,Est-Mono 2,Morétan,"Moov, Togocom",POINT (1.3518372505377103 8.112217790074427)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60fd,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9800266666666667 8.563448333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60fc,Centrale,Sotouboua,Sotouboua 3,Tchébébé,Togocom,POINT (0.9857266666666666 8.430583333333335)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60fb,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9813666666666666 8.563093333333335)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60fa,Kara,Bassar,Bassar 3,Manga,"Moov, Togocom",POINT (0.69079 9.565529999999999)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60f9,Kara,Bassar,Bassar 3,Manga,"Moov, Togocom",POINT (0.706860184859906 9.561979120850031)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60f8,Centrale,Sotouboua,Sotouboua 3,Tchébébé,"Moov, Togocom",POINT (0.9864200000000001 8.434863333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60f7,Kara,Bassar,Bassar 3,Manga,"Moov, Togocom",POINT (0.7066610467531204 9.562129380771934)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60f6,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9835783333333333 8.563963333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60f5,Kara,Bassar,Bassar 4,Sanda-Kagbanda,"Moov, Togocom",POINT (0.8947783333333333 9.484958333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60f4,Kara,Bassar,Bassar 3,Manga,"Moov, Togocom",POINT (0.707370257827566 9.561758244723741)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60f3,Kara,Bassar,Bassar 3,Manga,Togocom,POINT (0.7075283333333334 9.561209999999999)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60f2,Kara,Bassar,Bassar 4,Sanda-Kagbanda,"Moov, Togocom",POINT (0.8972483333333333 9.485738333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60f1,Kara,Bassar,Bassar 3,Kabou,Togocom,POINT (0.805295 9.462545)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60f0,Kara,Bassar,Bassar 4,Sanda-Kagbanda,"Moov, Togocom",POINT (0.902520946994888 9.490377252512436)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60ef,Kara,Bassar,Bassar 3,Kabou,Togocom,POINT (0.8030050000000001 9.46222)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60ee,Kara,Bassar,Bassar 3,Kabou,Togocom,POINT (0.806265 9.460978333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60ed,Kara,Bassar,Bassar 3,Kabou,Togocom,POINT (0.8074850189946896 9.460029640270648)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60ec,Kara,Bassar,Bassar 4,Sanda-Kagbanda,Togocom,POINT (0.902950680637905 9.494337661842218)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60eb,Centrale,Sotouboua,Sotouboua 3,Tchébébé,"Moov, Togocom",POINT (0.9901916666666666 8.434083333333332)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60ea,Centrale,Sotouboua,Sotouboua 3,Tchébébé,"Moov, Togocom",POINT (0.9901366666666667 8.434113333333332)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60e9,Centrale,Sotouboua,Sotouboua 3,Tchébébé,"Moov, Togocom",POINT (0.9895700000000001 8.4342)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60e8,Centrale,Sotouboua,Sotouboua 3,Tchébébé,"Moov, Togocom",POINT (0.9893397466197379 8.434306881450784)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60e7,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9815286781895826 8.564375814669699)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60e6,Kara,Bassar,Bassar 4,Sanda-Afohou,Togocom,POINT (0.9394957049347195 9.482702138819024)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60e5,Centrale,Sotouboua,Sotouboua 3,Tchébébé,Moov,POINT (0.9878566666666667 8.434513333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60e4,Centrale,Sotouboua,Sotouboua 3,Tchébébé,Togocom,POINT (0.9910716666666667 8.43616)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60e3,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Togocom,POINT (0.98084 8.56851)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60e2,Centrale,Sotouboua,Sotouboua 3,Tchébébé,Togocom,POINT (0.9913063652365169 8.435036397216694)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60e1,Kara,Bassar,Bassar 4,Sanda-Afohou,Togocom,POINT (0.9477949999999999 9.483596666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60e0,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9801383333333333 8.571390000000001)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60df,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9829733333333334 8.573215000000001)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60de,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Togocom,POINT (0.9830749999999999 8.574273333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60dd,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9834309658778817 8.576154050327231)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60dc,Kara,Bassar,Bassar 3,Kabou,Togocom,POINT (0.8189616666666667 9.457008333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60db,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.98245 8.566785000000001)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60da,Kara,Bassar,Bassar 3,Kabou,Togocom,POINT (0.8193933333333334 9.453365)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60d9,Kara,Bassar,Bassar 3,Kabou,Togocom,POINT (0.82574 9.448125000000001)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60d8,Kara,Bassar,Bassar 3,Kabou,Togocom,POINT (0.8273216666666666 9.446268333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60d7,Kara,Bassar,Bassar 3,Kabou,Togocom,POINT (0.8292033333333334 9.443666666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60d6,Centrale,Blitta,Blitta 1,Waragni,"Moov, Togocom",POINT (1.0225 8.270308333333332)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60d5,Centrale,Blitta,Blitta 1,Waragni,Togocom,POINT (1.0271816666666667 8.270233333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60d4,Centrale,Blitta,Blitta 1,Waragni,"Moov, Togocom",POINT (1.0342766666666667 8.26989)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60d3,Kara,Bassar,Bassar 2,Bangeli,Togocom,POINT (0.6979316666666667 9.438698333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60d2,Plateaux,Moyen-Mono,Moyen-Mono 2,Saligbé,"Moov, Togocom",POINT (1.5944149999999997 7.2040983333333335)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60d1,Centrale,Blitta,Blitta 1,Waragni,Togocom,POINT (1.0396016666666665 8.269290000000002)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60d0,Kara,Bassar,Bassar 2,Bangeli,Togocom,POINT (0.6978399999999999 9.438441666666668)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60cf,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.98737 8.558293333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60ce,Centrale,Blitta,Blitta 1,Pagala-Gare,"Moov, Togocom",POINT (0.9658478048737049 8.179172105835976)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60cd,Kara,Bassar,Bassar 2,Bangeli,"Moov, Togocom",POINT (0.6964733333333334 9.437861666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60cc,Plateaux,Moyen-Mono,Moyen-Mono 1,Tado,Togocom,POINT (1.5929522463073633 7.143081638033472)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60cb,Centrale,Blitta,Blitta 1,Pagala-Gare,Moov,POINT (0.9659 8.179173333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60ca,Plateaux,Moyen-Mono,Moyen-Mono 2,Saligbé,"Moov, Togocom",POINT (1.629503333333333 7.226960000000001)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60c9,Kara,Bassar,Bassar 2,Bangeli,"Moov, Togocom",POINT (0.6981983333333334 9.438811666666668)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60c8,Centrale,Blitta,Blitta 1,Yaloumbè,"Moov, Togocom",POINT (1.0794116666666667 8.301931666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60c7,Centrale,Blitta,Blitta 1,Yaloumbè,"Moov, Togocom",POINT (1.0793733333333333 8.302216666666668)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60c6,Centrale,Blitta,Blitta 1,Pagala-Gare,Togocom,POINT (0.9542414857829092 8.187683828216365)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60c5,Centrale,Blitta,Blitta 1,Yaloumbè,"Moov, Togocom",POINT (1.0789216666666666 8.303931666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60c4,Plateaux,Moyen-Mono,Moyen-Mono 2,Saligbé,"Moov, Togocom",POINT (1.626405 7.248321666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60c3,Plateaux,Est-Mono,Est-Mono 3,Nyamassila,"Moov, Togocom",POINT (1.1910444046431825 7.987125693744415)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60c2,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9847883333333333 8.558098333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60c1,Kara,Doufelgou,Doufelgou 1,Agbandè-Yaka,Togocom,POINT (1.1041414679325205 9.74253058842277)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60c0,Centrale,Blitta,Blitta 1,Yaloumbè,"Moov, Togocom",POINT (1.079235 8.304139999999999)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60bf,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9851285701834115 8.557662879177549)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60be,Centrale,Sotouboua,Sotouboua 3,Tchébébé,"Moov, Togocom",POINT (0.8996816666666666 8.411765)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60bd,Kara,Bassar,Bassar 3,Kabou,Togocom,POINT (0.80679 9.458895)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60bc,Centrale,Blitta,Blitta 1,Pagala-Gare,Moov,POINT (0.9683933333333333 8.18171)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60bb,Centrale,Blitta,Blitta 1,Yaloumbè,Togocom,POINT (1.0792766666666667 8.303859999999998)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60ba,Centrale,Mô,Mô 1,Boulohou,Togocom,POINT (0.7718383333333333 8.693945000000001)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60b9,Centrale,Blitta,Blitta 1,Yaloumbè,"Moov, Togocom",POINT (1.0784433333333332 8.305176666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60b8,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.98193 8.560578333333332)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60b7,Centrale,Blitta,Blitta 1,Pagala-Gare,"Moov, Togocom",POINT (0.9690472534023873 8.181753281810542)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60b6,Centrale,Mô,Mô 1,Boulohou,"Moov, Togocom",POINT (0.7717283333333333 8.693729999999999)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60b5,Plateaux,Moyen-Mono,Moyen-Mono 2,Saligbé,"Moov, Togocom",POINT (1.6272750000000002 7.279)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60b4,Centrale,Blitta,Blitta 1,Yaloumbè,Togocom,POINT (1.0761533333333333 8.308415)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60b3,Kara,Bassar,Bassar 3,Kabou,Togocom,POINT (0.8111466666666666 9.457328333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60b2,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9804586039999483 8.55928809330794)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60b1,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9801749999999999 8.559828333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60b0,Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,"Moov, Togocom",POINT (1.6267283333333333 7.302283333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60af,Kara,Assoli,Assoli 1,Bafilo,Nsp,POINT (1.2395576895670346 9.354810735902825)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60ae,Plateaux,Moyen-Mono,Moyen-Mono 1,Tado,Moov,POINT (1.5962299999999998 7.148278333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60ad,Plateaux,Moyen-Mono,Moyen-Mono 1,Tado,Togocom,POINT (1.5949728793751161 7.144357658798007)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60ac,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9771 8.560755)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60ab,Centrale,Blitta,Blitta 1,Pagala-Gare,Togocom,POINT (0.9703953069461065 8.180606718742117)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60aa,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9772713395848278 8.561910313538716)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60a9,Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,"Moov, Togocom",POINT (1.6274966666666666 7.325913333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60a8,Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,"Moov, Togocom",POINT (1.627015 7.327195000000001)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60a7,Kara,Doufelgou,Doufelgou 1,Niamtougou,"Moov, Togocom",POINT (1.107947229756057 9.755816086560088)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60a6,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.9763433333333332 8.562465)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60a5,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Togocom,POINT (0.9762784545371552 8.563026383439505)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60a4,Centrale,Sotouboua,Sotouboua 1,Sotouboua,"Moov, Togocom",POINT (0.97581 8.563405)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60a3,Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,"Moov, Togocom",POINT (1.626678333333333 7.327969999999999)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60a2,Centrale,Mô,Mô 1,Boulohou,Togocom,POINT (0.7722983333333333 8.695051666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60a1,Centrale,Blitta,Blitta 1,Yaloumbè,"Moov, Togocom",POINT (1.080115 8.301919999999999)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-60a0,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Togocom,POINT (0.8940216666666667 8.475363333333332)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-609f,Centrale,Blitta,Blitta 1,Yaloumbè,"Moov, Togocom",POINT (1.0819599999999998 8.299943333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-609e,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Nsp,POINT (1.3282066666666668 8.982416666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-609d,Centrale,Mô,Mô 1,Boulohou,Togocom,POINT (0.7740600000000001 8.693318333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-609c,Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,"Moov, Togocom",POINT (1.6262249999999998 7.32906)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-609b,Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,"Moov, Togocom",POINT (1.6264090447567048 7.329006417852603)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-609a,Centrale,Blitta,Blitta 1,Yaloumbè,Togocom,POINT (1.0823583333333333 8.299806666666665)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6099,Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,"Moov, Togocom",POINT (1.6259111423104287 7.329782850588309)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6098,Kara,Doufelgou,Doufelgou 1,Niamtougou,"Moov, Togocom",POINT (1.1083564243385364 9.763906773621676)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6097,Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,"Moov, Togocom",POINT (1.6257583333333334 7.329975)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6096,Kara,Bassar,Bassar 3,Kabou,Togocom,POINT (0.8105049999999999 9.460343333333332)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6095,Centrale,Blitta,Blitta 1,Yaloumbè,"Moov, Togocom",POINT (1.1025816666666666 8.284843333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6094,Kara,Bassar,Bassar 3,Kabou,"Moov, Togocom",POINT (0.81038 9.459026666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6093,Kara,Doufelgou,Doufelgou 1,Niamtougou,"Moov, Togocom",POINT (1.1076481329014705 9.76386282973545)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6092,Kara,Bassar,Bassar 3,Kabou,Togocom,POINT (0.8080283333333332 9.459838333333332)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6091,Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,"Moov, Togocom",POINT (1.6269654439224832 7.335567331868431)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-6090,Kara,Doufelgou,Doufelgou 1,Niamtougou,"Moov, Togocom",POINT (1.1071881776316987 9.76415890839195)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-608f,Centrale,Blitta,Blitta 1,Tchaloudè,"Moov, Togocom",POINT (1.1113216666666665 8.272333333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-608e,Plateaux,Moyen-Mono,Moyen-Mono 2,Kpékplémé,"Moov, Togocom",POINT (1.6268683333333334 7.336871666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-608d,Centrale,Blitta,Blitta 1,Tchaloudè,"Moov, Togocom",POINT (1.11153 8.271951666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-608c,Centrale,Blitta,Blitta 1,Tchaloudè,Togocom,POINT (1.1111566666666666 8.271845)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-608b,Kara,Bassar,Bassar 3,Kabou,"Moov, Togocom",POINT (0.811573954614794 9.45685580988434)
