FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,operateur,geometry
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5024,Maritime,Lacs,Lacs 3,Agbodrafo,"Moov, Togocom",POINT (1.5046483333333334 6.2114650000000005)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5023,Maritime,Lacs,Lacs 1,Canton D’Aneho,Nsp,POINT (1.627936424493431 6.238618459971797)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5022,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.172065 9.543804999999999)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5021,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.1931993987550011 9.544631261781587)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5020,Maritime,Lacs,Lacs 3,Agbodrafo,"Moov, Togocom",POINT (1.5035416666666668 6.2114650000000005)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-501f,Maritime,Lacs,Lacs 3,Agbodrafo,"Moov, Togocom",POINT (1.5019066666666665 6.214778333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-501e,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.2069033333333332 9.556515)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-501d,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.1907879413626778 9.545642006067732)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-501c,Kara,Kozah,Kozah 1,Commune De Kara,Moov,POINT (1.172210248003319 9.582381684168732)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-501b,Kara,Bassar,Bassar 1,Bassar,Nsp,POINT (0.7796138189870744 9.264518463857804)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-501a,Kara,Bassar,Bassar 1,Bassar,Nsp,POINT (0.779572375949216 9.264017853338684)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5019,Kara,Bassar,Bassar 1,Bassar,Nsp,POINT (0.7794426518975128 9.263355098775527)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5018,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,POINT (1.2078833333333332 9.558494999999999)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5017,Maritime,Lacs,Lacs 3,Gbodjomé,"Moov, Togocom",POINT (1.3890358839621604 6.194965362461057)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5016,Kara,Kozah,Kozah 2,Sara-Kawa,Moov,POINT (0.9574132213432553 9.638290362868876)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5015,Maritime,Lacs,Lacs 4,Fiata,"Moov, Togocom",POINT (1.646583333333333 6.325516666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5014,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,POINT (1.1721383333333333 9.547151666666668)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5013,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,POINT (1.1832866666666668 9.549298333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5012,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,POINT (1.210235 9.547971666666665)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5011,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,POINT (1.1886891646918951 9.546133263043574)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5010,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.2076816666666665 9.558558333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-500f,Maritime,Lacs,Lacs 3,Gbodjomé,"Moov, Togocom",POINT (1.395125 6.193370000000001)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-500e,Maritime,Lacs,Lacs 3,Gbodjomé,"Moov, Togocom",POINT (1.3951052006094833 6.193437102253771)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-500d,Maritime,Lacs,Lacs 4,Ganavé,Nsp,POINT (1.6205716666666665 6.3261416666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-500c,Maritime,Lacs,Lacs 4,Ganavé,"Moov, Togocom",POINT (1.6194333333333333 6.326236666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-500b,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,POINT (1.1725033333333332 9.544353333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-500a,Maritime,Lacs,Lacs 3,Agbodrafo,"Moov, Togocom",POINT (1.497366666666667 6.208908333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5009,Maritime,Lacs,Lacs 3,Agbodrafo,"Moov, Togocom",POINT (1.5022099999999998 6.210641666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5008,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.172815 9.544385)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5007,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.2065983333333332 9.560386666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5006,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,POINT (1.2120733333333333 9.546651666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5005,Maritime,Lacs,Lacs 4,Anfoin,"Moov, Togocom",POINT (1.6045916666666664 6.332863333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5004,Kara,Kozah,Kozah 2,Pya,Togocom,POINT (1.1689433333333334 9.66827)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5003,Kara,Kozah,Kozah 1,Commune De Kara,Nsp,POINT (1.1865983333333332 9.545423333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5002,Kara,Kozah,Kozah 2,Pya,"Moov, Togocom",POINT (1.1694533333333332 9.666991666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5001,Maritime,Lacs,Lacs 4,Anfoin,Moov,POINT (1.6075666666666668 6.336373333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-5000,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.1861130909437019 9.545427869036292)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4fff,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.1941572540926781 9.564203175128826)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4ffe,Kara,Kozah,Kozah 2,Tcharè,Togocom,POINT (1.178921337836868 9.663144210862143)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4ffd,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.18432 9.549646666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4ffc,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.1846916666666667 9.549855)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4ffb,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,POINT (1.2148283333333334 9.54735)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4ffa,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.2092416666666668 9.560946666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4ff9,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,POINT (1.185285 9.551816666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4ff8,Kara,Bassar,Bassar 1,Bassar,Nsp,POINT (0.7796216037977823 9.263341186677499)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4ff7,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.21706 9.5481)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4ff6,Maritime,Lacs,Lacs 3,Gbodjomé,"Moov, Togocom",POINT (1.3914138471536874 6.19741461369158)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4ff5,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,POINT (1.188560920371952 9.549793989540174)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4ff4,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,POINT (1.1885983333333332 9.549581666666667)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4ff3,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.1842260901022417 9.542726278762329)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4ff2,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.2131483333333333 9.562593333333332)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4ff1,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,POINT (1.1936867831748637 9.59076427616688)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4ff0,Plateaux,Ogou,Ogou 1,Gnagna,Moov,POINT (1.1200441135116497 7.530234437826102)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4fef,Maritime,Lacs,Lacs 3,Gbodjomé,"Moov, Togocom",POINT (1.3885918456344621 6.1933286410851345)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4fee,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.2179783333333334 9.544765)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4fed,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.2142466666666667 9.56691)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4fec,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,POINT (1.1877733333333333 9.583928333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4feb,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,POINT (1.222025 9.565608333333333)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4fea,Kara,Kozah,Kozah 3,Kpinzindè,Togocom,POINT (1.2836666666666665 9.508128333333334)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4fe9,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.2135233333333335 9.543861666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4fe8,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.2137766666666667 9.54327)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4fe7,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.1886292922938562 9.543406130083776)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4fe6,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.2126933333333334 9.538945)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4fe5,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.1940716666666666 9.563016666666666)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4fe4,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.1887785250360092 9.543697714709305)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4fe3,Kara,Kozah,Kozah 1,Commune De Kara,"Moov, Togocom",POINT (1.2164916666666667 9.56197)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4fe2,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,POINT (1.1892666310306361 9.54440645315548)
_mview_tel_agents_mobile_money.fid-1905e7b9_1a087e03512_-4fe1,Kara,Kozah,Kozah 1,Commune De Kara,Togocom,POINT (1.182215 9.54405)
